0.0,0
2.0,-1
8.0,-2
14.0,-1
16.0,0
22.0,-1
26.0,-2
30.0,-1
34.0,-2
36.0,-1
40.0,0
44.0,-1
46.0,-2
60.0,-1
61.0,0
62.0,1
63.0,2
64.0,1
66.0,2
69.0,1
70.0,0
71.0,1
72.0,0
74.0,1
76.0,0
77.0,1
78.0,2
79.0,1
80.0,2
81.0,1
82.0,2
83.0,1
84.0,2
85.0,1
86.0,2
87.0,1
88.0,2
89.0,3
90.0,4
91.0,3
92.0,4
93.0,3
94.0,2
96.0,3
97.0,2
98.0,3
99.0,4
100.0,3
101.0,4
102.0,5
103.0,4
104.0,5
105.0,4
106.0,5
107.0,6
108.0,5
109.0,6
110.0,7
111.0,6
123.0,7
124.0,8
125.0,7
126.0,6
127.0,7
128.0,6
129.0,7
131.0,6
132.0,7
133.0,6
134.0,5
136.0,6
144.0,7
145.0,8
146.0,7
147.0,8
148.0,7
152.0,8
154.0,7
156.0,6
158.0,5
160.0,6
162.0,7
164.0,6
165.0,7
166.0,6
168.0,7
169.0,6
170.0,7
171.0,8
172.0,7
174.0,8
176.0,9
177.0,8
178.0,9
179.0,8
180.0,9
182.0,8
184.0,9
185.0,8
186.0,7
188.0,6
190.0,7
191.0,6
192.0,5
194.0,6
200.0,7
201.0,6
202.0,5
203.0,6
204.0,5
206.0,4
208.0,3
209.0,4
210.0,3
211.0,2
212.0,1
213.0,2
214.0,1
215.0,0
216.0,1
217.0,0
218.0,-1
219.0,-2
221.0,-1
222.0,0
223.0,1
224.0,0
225.0,1
226.0,0
227.0,-1
228.0,0
229.0,-1
230.0,-2
231.0,-1
232.0,-2
233.0,-1
234.0,0
235.0,-1
236.0,0
237.0,-1
238.0,0
239.0,1
245.0,0
246.0,1
248.0,2
249.0,1
250.0,2
251.0,1
252.0,2
253.0,1
254.0,2
255.0,1
256.0,2
257.0,1
258.0,0
259.0,-1
260.0,-2
261.0,-1
262.0,-2
263.0,-3
265.0,-4
266.0,-5
267.0,-4
268.0,-5
270.0,-4
271.0,-5
280.0,-4
284.0,-5
288.0,-6
289.0,-5
290.0,-4
291.0,-3
292.0,-4
293.0,-5
294.0,-4
295.0,-3
296.0,-2
297.0,-3
298.0,-2
299.0,-3
300.0,-4
301.0,-5
302.0,-4
303.0,-3
311.0,-2
314.0,-1
315.0,-2
318.0,-1
319.0,-2
321.0,-1
322.0,-2
323.0,-1
324.0,-2
331.0,-3
332.0,-4
336.0,-3
338.0,-4
339.0,-5
340.0,-6
341.0,-5
343.0,-4
344.0,-3
345.0,-4
347.0,-5
348.0,-4
349.0,-5
350.0,-6
351.0,-5
352.0,-6
353.0,-5
354.0,-6
355.0,-7
356.0,-6
358.0,-7
359.0,-6
360.0,-7
361.0,-8
362.0,-7
363.0,-8
364.0,-7
365.0,-6
366.0,-7
367.0,-8
372.0,-7
374.0,-6
375.0,-7
376.0,-8
378.0,-7
379.0,-8
380.0,-7
381.0,-8
382.0,-7
383.0,-6
384.0,-7
385.0,-6
386.0,-7
387.0,-6
388.0,-7
389.0,-6
390.0,-7
391.0,-8
392.0,-7
393.0,-8
394.0,-9
395.0,-8
396.0,-9
397.0,-8
398.0,-7
399.0,-8
400.0,-7
401.0,-6
402.0,-5
403.0,-4
406.0,-5
408.0,-4
410.0,-5
411.0,-4
414.0,-5
416.0,-4
417.0,-5
418.0,-6
419.0,-5
420.0,-6
422.0,-7
423.0,-6
424.0,-7
425.0,-8
426.0,-7
427.0,-6
429.0,-7
430.0,-8
431.0,-7
432.0,-8
433.0,-9
434.0,-8
436.0,-9
437.0,-10
438.0,-9
439.0,-10
440.0,-11
441.0,-12
442.0,-11
443.0,-10
444.0,-11
445.0,-10
446.0,-9
447.0,-8
448.0,-9
449.0,-8
450.0,-7
451.0,-8
452.0,-7
453.0,-8
454.0,-7
455.0,-6
456.0,-7
457.0,-6
458.0,-7
459.0,-6
461.0,-7
462.0,-6
463.0,-7
464.0,-6
465.0,-5
466.0,-6
467.0,-7
468.0,-8
469.0,-7
470.0,-8
471.0,-7
472.0,-6
473.0,-7
474.0,-6
475.0,-7
476.0,-6
477.0,-7
478.0,-6
479.0,-7
480.0,-6
481.0,-7
482.0,-6
483.0,-7
484.0,-8
485.0,-9
486.0,-8
487.0,-7
488.0,-8
489.0,-9
490.0,-8
491.0,-9
492.0,-8
493.0,-9
494.0,-8
495.0,-9
496.0,-8
497.0,-9
498.0,-10
499.0,-11
500.0,-10
501.0,-11
502.0,-10
503.0,-9
504.0,-10
505.0,-9
506.0,-10
508.0,-11
512.0,-10
513.0,-9
514.0,-10
515.0,-9
516.0,-10
518.0,-9
519.0,-10
520.0,-9
521.0,-10
522.0,-11
523.0,-12
524.0,-13
525.0,-12
526.0,-13
530.0,-12
531.0,-13
532.0,-12
534.0,-11
536.0,-12
538.0,-13
539.0,-12
540.0,-13
541.0,-12
542.0,-13
543.0,-14
545.0,-13
546.0,-14
547.0,-13
548.0,-14
552.0,-13
554.0,-14
555.0,-15
558.0,-14
559.0,-13
564.0,-12
570.0,-11
577.0,-12
578.0,-13
579.0,-12
586.0,-11
587.0,-12
588.0,-13
590.0,-12
591.0,-13
592.0,-14
593.0,-13
594.0,-14
595.0,-15
596.0,-16
597.0,-15
598.0,-14
599.0,-13
600.0,-14
601.0,-13
602.0,-14
603.0,-15
604.0,-16
605.0,-15
606.0,-16
607.0,-17
609.0,-16
610.0,-17
611.0,-16
619.0,-17
620.0,-16
622.0,-15
623.0,-14
626.0,-15
627.0,-16
628.0,-15
630.0,-16
631.0,-15
633.0,-16
634.0,-15
635.0,-16
636.0,-15
638.0,-16
642.0,-15
643.0,-14
649.0,-15
650.0,-16
651.0,-15
658.0,-16
660.0,-17
661.0,-16
662.0,-17
663.0,-18
664.0,-19
666.0,-20
667.0,-19
668.0,-20
669.0,-19
670.0,-20
671.0,-21
674.0,-20
675.0,-21
680.0,-22
681.0,-21
682.0,-20
683.0,-19
684.0,-20
686.0,-21
687.0,-20
692.0,-19
694.0,-18
697.0,-19
698.0,-18
699.0,-17
705.0,-18
706.0,-19
707.0,-18
708.0,-19
710.0,-18
712.0,-19
713.0,-18
714.0,-19
716.0,-20
718.0,-19
719.0,-20
720.0,-21
721.0,-20
722.0,-19
723.0,-20
724.0,-19
725.0,-20
726.0,-21
727.0,-20
728.0,-21
729.0,-20
730.0,-19
731.0,-18
732.0,-19
733.0,-20
734.0,-21
735.0,-20
737.0,-21
738.0,-20
739.0,-21
740.0,-20
742.0,-21
743.0,-20
745.0,-21
746.0,-20
747.0,-21
748.0,-20
749.0,-21
750.0,-22
751.0,-23
752.0,-22
753.0,-21
754.0,-22
755.0,-23
756.0,-22
757.0,-23
758.0,-22
759.0,-23
760.0,-24
762.0,-23
763.0,-24
764.0,-23
769.0,-22
770.0,-23
771.0,-22
772.0,-23
773.0,-24
774.0,-23
775.0,-24
777.0,-25
778.0,-24
779.0,-23
780.0,-24
782.0,-23
786.0,-24
788.0,-23
789.0,-24
790.0,-23
791.0,-22
792.0,-23
793.0,-22
794.0,-23
795.0,-24
796.0,-23
797.0,-24
799.0,-25
801.0,-26
802.0,-25
803.0,-26
805.0,-27
806.0,-28
807.0,-27
810.0,-28
811.0,-27
814.0,-28
817.0,-27
820.0,-28
823.0,-27
826.0,-26
827.0,-25
828.0,-26
830.0,-25
831.0,-26
835.0,-25
843.0,-26
846.0,-27
849.0,-28
850.0,-27
851.0,-28
852.0,-27
853.0,-28
854.0,-29
855.0,-30
856.0,-29
857.0,-30
858.0,-31
859.0,-32
860.0,-31
861.0,-30
862.0,-29
863.0,-30
864.0,-31
865.0,-30
866.0,-29
867.0,-28
868.0,-29
870.0,-28
871.0,-27
873.0,-28
874.0,-27
875.0,-28
876.0,-29
877.0,-30
878.0,-29
879.0,-28
880.0,-27
881.0,-26
882.0,-25
884.0,-26
885.0,-27
886.0,-28
887.0,-29
889.0,-28
890.0,-27
891.0,-26
892.0,-27
893.0,-28
894.0,-27
897.0,-26
898.0,-27
899.0,-26
902.0,-25
903.0,-26
905.0,-25
906.0,-26
907.0,-25
908.0,-24
910.0,-25
911.0,-24
914.0,-25
916.0,-24
917.0,-25
918.0,-24
919.0,-25
920.0,-24
924.0,-25
925.0,-26
926.0,-25
927.0,-26
929.0,-25
930.0,-24
931.0,-25
932.0,-26
933.0,-25
934.0,-24
935.0,-23
937.0,-24
938.0,-23
939.0,-24
940.0,-25
941.0,-24
942.0,-23
943.0,-24
945.0,-23
950.0,-24
953.0,-23
954.0,-22
955.0,-23
959.0,-24
961.0,-25
962.0,-24
963.0,-25
964.0,-26
966.0,-25
971.0,-24
974.0,-23
975.0,-24
977.0,-23
978.0,-22
979.0,-23
980.0,-22
981.0,-23
982.0,-22
983.0,-23
984.0,-22
985.0,-23
986.0,-22
987.0,-23
988.0,-22
989.0,-23
990.0,-24
991.0,-23
993.0,-24
994.0,-23
995.0,-22
996.0,-23
998.0,-22
999.0,-21
1001.0,-20
1002.0,-19
1004.0,-20
1005.0,-19
1006.0,-20
1007.0,-21
1008.0,-20
1009.0,-21
1010.0,-20
1011.0,-19
1012.0,-20
1014.0,-21
1015.0,-20
1016.0,-21
1017.0,-22
1018.0,-21
1019.0,-20
1020.0,-19
1021.0,-20
1022.0,-19
