Song, Low, Mid, High, Total, RMS
French ELECTRO _ Poetically - Flowers On The Floor Ft. Nick Vivid (152kbit_Opus).mp3,4.37,3.126,3.162,10.658000000000001,-14.48
French Electro _ Poetically - Make It Good Ft. Vita Schmidt (152kbit_Opus).mp3,7.161,4.039,3.945,15.145,-13.3
French Electro _ Uppermost - Starslide (128kbit_AAC).mp3,4.368,3.976,4.31,12.654,-12.66
French Electro _ Watercat - Output (152kbit_Opus).mp3,3.031,2.175,2.32,7.526,-13.46
French House _ 95 Royale - Love me Back (128kbit_AAC).mp3,1.219,1.52,1.627,4.366,-15.85
French House _ Agrume & Astens - Funky Soda (152kbit_Opus).mp3,4.68,2.387,2.24,9.307,-14.39
French House _ Beauregard - Coffee Shop [Funky Way Release] (128kbit_AAC).mp3,4.747,2.849,2.94,10.536,-14.22
French House _ Beauregard - Orgies et Jardins [Funky Way Release] (152kbit_Opus).mp3,3.759,2.287,2.422,8.468,-13.9
French House _ Browsers - Galax 6 (Knuckle G Remix) (128kbit_AAC).mp3,3.211,1.361,1.886,6.458,-12.89
French House _ DJ EQ - Jet Sonique (152kbit_Opus).mp3,6.603,4.77,4.708,16.081,-12.05
French House _ DUCAT - Cake Factory (152kbit_Opus).mp3,2.866,1.083,1.079,5.028,-19.57
French House _ Eliot the French Kid - Ocean Pt. II (152kbit_Opus).mp3,2.672,1.684,1.794,6.15,-16.08
French House _ ev.exi - Limitless (152kbit_Opus).mp3,5.083,2.461,2.488,10.032,-15.48
French House _ Francophilippe - Take the Night (152kbit_Opus).mp3,1.681,1.088,0.918,3.6870000000000003,-15.79
French House _ Hunter - Still in Love (128kbit_AAC).mp3,5.368,2.524,2.434,10.326,-13.16
French House _ Kasket Club x Soul Gem - 'Miles Away' (128kbit_AAC).mp3,5.836,3.079,2.69,11.605,-14.45
French House _ La Félix - I Wanna Know (152kbit_Opus).mp3,2.217,1.951,2.083,6.251,-18.24
French House _ Lebigmac - Mary (152kbit_Opus).mp3,3.047,1.821,1.586,6.454000000000001,-16.72
French House _ My NamE - Night Call (152kbit_Opus).mp3,3.242,2.832,2.867,8.940999999999999,-13.0
French House _ Poetically - Beyond Measure (152kbit_Opus).mp3,4.051,3.205,3.055,10.311,-15.97
French House _ PROUX - Missing Love (FIBRE Edit) (152kbit_Opus).mp3,2.466,2.58,2.448,7.494,-14.46
French House _ REFLEX REFERENCE - SOS (128kbit_AAC).mp3,4.764,2.022,2.232,9.018,-14.32
French House _ Rhodes Rodosu - Beyond (128kbit_AAC).mp3,0.611,0.807,0.962,2.38,-18.75
French House _ Rhodes Rodosu - City (128kbit_AAC).mp3,0.746,1.067,0.961,2.774,-18.83
French House _ Skibblez & GoldBass - Do It Again (128kbit_AAC).mp3,2.843,1.542,1.534,5.919,-17.47
French House _ StereoCool ft. Ace - Simple (Dooqu Remix) (152kbit_Opus).mp3,2.195,1.472,1.467,5.134,-15.54
French HOUSE _ Thomas Tonfeld & Leaving Atlantis - Paradise (Viciousi & Naroni Remix) (128kbit_AAC).mp3,2.512,1.831,1.869,6.212,-16.21
French House_ Eliot The French Kid - Make Me Feel (128kbit_AAC).mp3,4.104,2.955,3.096,10.155000000000001,-13.97
French Touch _ Beauregard - Tell Me I Want You (152kbit_Opus).mp3,2.703,2.608,2.493,7.804,-13.93
French Touch _ FIBRE - Skylight Ballad (152kbit_Opus).mp3,2.722,2.12,2.148,6.99,-14.66
French Touch _ Slanger - Effortless (152kbit_Opus).mp3,0.883,0.887,0.873,2.643,-17.26
French Touch _ Two moons X Raveena - If Only (152kbit_Opus).mp3,5.452,2.692,2.638,10.782,-13.46
FrenchELECTRO _ BASTION - Palace (152kbit_Opus).mp3,3.866,4.071,4.241,12.177999999999999,-12.28
FrenchELECTRO _ BASTION - Twisted Love (Feat. Bobby Saint) (152kbit_Opus).mp3,2.819,4.218,4.518,11.555,-12.56
FrenchElectro _ J.A.C.K - Mustang (152kbit_Opus).mp3,2.224,1.734,2.719,6.677,-15.8
FrenchELECTRO _ P R I D E - I'm Stuck To You (152kbit_Opus).mp3,5.937,3.543,3.505,12.985,-11.1
FrenchELECTRO _ P R I D E - Mongol (152kbit_Opus).mp3,3.971,2.874,3.019,9.864,-13.14
FrenchELECTRO _ Pride - On Est Où Là (192kbit_Opus).mp3,4.506,3.063,3.103,10.672,-12.49
FrenchELECTRO _ Pride - Terre (152kbit_Opus).mp3,1.285,1.164,2.085,4.534,-15.1
FrenchELECTRO _ Suken - Plastic T.V (152kbit_Opus).mp3,4.186,2.133,2.518,8.837,-14.62
FrenchELECTRO _ Suken - Space Opera (152kbit_Opus).mp3,3.408,2.381,2.376,8.165,-14.26
FrenchELECTRO _ The Noisy Freaks & J.A.C.K. - We Are The Ones (Original Mix) (152kbit_Opus).mp3,2.037,1.996,2.017,6.049999999999999,-15.9
FrenchHOUSE _ Dynamique - Way Of Life (152kbit_Opus).mp3,1.466,2.051,2.236,5.753,-15.35
FrenchHOUSE _ FakeFunk - Special Way (128kbit_AAC).mp3,2.619,1.968,2.007,6.593999999999999,-13.39
FrenchHOUSE _ Hunter - Break Point (128kbit_AAC).mp3,2.436,1.36,1.431,5.227,-17.84
FrenchHOUSE _ Joey Chicago - The One For Me (152kbit_Opus).mp3,3.733,2.055,2.495,8.283000000000001,-14.04
FrenchHOUSE _ Mister Gavin - Kind of Love (Original Mix) (152kbit_Opus).mp3,3.617,3.152,3.099,9.868,-15.97
FrenchHOUSE _ Pan!c Pop & DJ Tenshin - Tsundere Night Fever (128kbit_AAC).mp3,1.217,0.739,0.673,2.629,-14.63
FrenchHOUSE _ Vincent Lee - French Lady (128kbit_AAC).mp3,1.925,2.125,2.248,6.298,-14.89
FrenchHOUSE _ ❀ Harrison ❀ - Help Yourself To My Love (Pan!c Pop Remix) (128kbit_AAC).mp3,2.857,1.469,1.579,5.905,-13.02
FrenchHOUSE _ コンシャスTHOUGHTS - 南 ことり (160kbit_Opus).mp3,2.125,2.207,2.258,6.59,-13.79
FrenchHOUSE_ Egoh - Got The Love (160kbit_Opus).mp3,5.041,2.818,3.008,10.867,-12.45
FrenchTOUCH _ Bastion - Another Universe Feat. Katelyn Tarver (Suken Remix) (152kbit_Opus).mp3,4.418,2.513,2.46,9.391,-14.24
FrenchTOUCH _ Dynamique - Special (Reprise) (128kbit_AAC).mp3,2.2,3.248,3.415,8.863,-13.69
FrenchTOUCH _ My NamE - Wet Sand (128kbit_AAC).mp3,5.961,4.307,4.272,14.540000000000001,-13.42
FrenchTOUCH _ Vallès - St. Lucia (152kbit_Opus).mp3,3.806,3.37,3.33,10.506,-14.49
Funk _ Gilligan Moss - Want U So Bad (128kbit_AAC).mp3,3.669,2.462,2.737,8.868,-13.85
Funk _ Mubio - Get Down (128kbit_AAC).mp3,3.62,2.866,2.721,9.207,-15.11
Funk _ Redtenbacher's Funkestra - Funktionality (152kbit_Opus).mp3,1.773,2.324,2.239,6.335999999999999,-14.38
Funk _ Shaka Loves You - Livin' For Tonight Feat. NattySpeaks & PRofit (128kbit_AAC).mp3,2.7,1.675,1.779,6.154,-17.87
Funk _ SKALP & Ryan Konline - One Of A Kind [Funky Way Release] (128kbit_AAC).mp3,3.893,2.986,2.795,9.674,-15.33
Funk _ SKALP & Ryan Konline - Unified in Love [Funky Way Release] (152kbit_Opus).mp3,3.774,2.978,2.969,9.721,-14.27
Funk _ T-Bow - Groove Tonight (152kbit_Opus).mp3,4.591,2.268,2.286,9.145,-15.37
Funk _ The Couch Potatoes - Couch Potatoes Theme (Original Mix) (128kbit_AAC).mp3,2.471,1.72,1.742,5.933,-14.72
Funkovsky - Looking at Me ft. Temu (152kbit_Opus).mp3,2.517,2.232,2.221,6.970000000000001,-14.86
Future _ Mistwin - Aperture (152kbit_Opus).mp3,3.046,2.011,2.146,7.203,-14.06
Future Bass _ 6058 - On Your Way (152kbit_Opus).mp3,2.71,2.072,1.981,6.763,-15.86
Future Bass _ Antent - Never Be Like You Feat. Avenax (152kbit_Opus).mp3,7.71,5.161,5.082,17.953,-12.95
Future BASS _ B3NJM1N - Rainy Day (152kbit_Opus).mp3,2.478,1.882,1.807,6.167,-15.3
Future Bass _ Bass Machina - Halo (152kbit_Opus).mp3,3.554,2.554,2.614,8.722,-15.64
Future Bass _ BlueDrak3 - Sugar Coat (152kbit_Opus).mp3,2.688,2.04,2.474,7.202,-16.43
