Song, Low, Mid, High, Total, RMS
Chiptune _ sylcmyk - 甘いイチゴ☆ラブくん (152kbit_Opus).mp3,1.968,1.761,1.99,5.719,-16.6
Chiptune _ Ultrasyd - Un Croissant S'il Vous Plaît (128kbit_AAC).mp3,6.537,6.537,6.41,19.484,-9.3
Complextro _ Complexive - Time's Up (152kbit_Opus).mp3,2.58,2.089,2.182,6.851000000000001,-15.34
Complextro _ eccentric & Yeeflex - Lost Without You (152kbit_Opus).mp3,5.616,4.134,4.096,13.846,-12.31
Complextro _ Eccentric - B There 4 U (128kbit_AAC).mp3,2.58,3.084,3.203,8.866999999999999,-12.25
Complextro _ Retrograde & brandonsong - Stay Low (152kbit_Opus).mp3,3.24,2.944,2.827,9.011,-13.34
Complextro _ The Cosmic BangerZ - Meteor Shower [Funky Way Release] (128kbit_AAC).mp3,3.581,2.861,2.954,9.396,-15.17
Complextro _ WXLF - Illusions (152kbit_Opus).mp3,4.16,4.305,4.305,12.77,-13.05
Curator Blackout - #BlackLivesMatter (128kbit_AAC).mp3,10.331,0.14,0.143,10.614,-19.24
Dance _ Avien & OSKR - Pieces (audalanche Remix) (128kbit_AAC).mp3,1.901,1.358,0.858,4.117,-16.66
Dance _ The Funk Hunters - Turn Down The Silence feat. DiRTY RADiO (152kbit_Opus).mp3,3.155,2.417,2.552,8.123999999999999,-14.99
Dance _ Warner Case & Spencer Ludwig - Heart Dance (152kbit_Opus).mp3,5.022,4.283,4.239,13.544,-12.42
Daze - With You (152kbit_Opus).mp3,3.119,1.652,1.655,6.426,-16.75
Deep House _ Alex Preston - Hip Shakin' Mumma (Original Mix) (128kbit_AAC).mp3,4.515,3.093,3.243,10.850999999999999,-12.24
Deep HOUSE _ DINKS - Disco Lights (128kbit_AAC).mp3,5.179,2.939,3.026,11.144,-13.78
Deep HOUSE _ DINKS - Way To Cool (128kbit_AAC).mp3,4.413,3.267,3.377,11.056999999999999,-12.58
Deep House _ Joyful Cash - Stay [Funky Way Release] (128kbit_AAC).mp3,6.447,3.767,3.571,13.785,-13.6
Deep House _ Museless - Grey Boy (Bearoid Remix) (152kbit_Opus).mp3,2.347,1.566,1.558,5.471,-14.64
Deep House _ Thomas Tonfeld feat. ILY - Skin on Skin [Funky Way Release] (152kbit_Opus).mp3,4.876,3.541,3.698,12.115,-12.64
DeepHOUSE _ LYAR - Cool (ft. Matthew J. Kurz) (152kbit_Opus).mp3,2.259,1.279,1.591,5.129,-15.13
Desso - Whatcha Gonna Say _ World Premiere (128kbit_AAC).mp3,4.723,3.842,4.087,12.652,-11.86
Deusexmaschine - Come Back to Me Feat. Kim Chandler (128kbit_AAC).mp3,5.737,3.049,3.084,11.87,-12.66
Dilemmachine - Too Synth For The Disco (EP minimix) [Funky Way Release] (152kbit_Opus).mp3,3.285,2.64,2.81,8.735000000000001,-14.22
Disco  House _ Jarkko S - Glitter (Funkhameleon Remix) (128kbit_AAC).mp3,3.619,2.252,2.429,8.3,-13.32
Disco - House _  Timo Juuti & Hector 87 - Cheap Bad Moves (128kbit_AAC).mp3,4.234,3.403,3.422,11.059000000000001,-13.23
Disco - House _ 95 Royale - The Neighbourhood (128kbit_AAC).mp3,4.769,4.884,4.735,14.388000000000002,-11.87
Disco - House _ EDDRUNDFUNK - Hush (128kbit_AAC).mp3,4.507,4.203,4.425,13.135000000000002,-12.9
Disco - House _ EDDRUNDFUNK - Pinup (128kbit_AAC).mp3,4.822,3.394,3.628,11.844000000000001,-12.62
Disco - House _ Geisha Twins - Shake Dat Rump (128kbit_AAC).mp3,2.86,3.064,3.007,8.931,-14.19
Disco - House _ J Paul Getto - Keep It Raw (128kbit_AAC).mp3,6.532,4.748,4.744,16.024,-11.09
Disco - House _ Jean Tonique - Funky Colors (128kbit_AAC).mp3,2.591,2.471,2.281,7.343,-14.21
Disco - House _ Jean Tonique - Sunshine Cleaning (128kbit_AAC).mp3,3.693,3.475,3.782,10.95,-13.44
Disco - House _ Just Kiddin - Mammal (Kosmetique Remix) (152kbit_Opus).mp3,3.148,2.623,2.768,8.539000000000001,-14.07
Disco - House _ La Zebra - (A.S.S) After School Special (Tobtok Remix) (128kbit_AAC).mp3,3.314,2.671,2.877,8.861999999999998,-13.46
Disco - House _ Lest Diet - Noodel (You're All I Want) (152kbit_Opus).mp3,4.347,3.791,3.807,11.945,-13.51
Disco - House _ Melee - Wednesday Morning Analog (152kbit_Opus).mp3,5.638,3.991,3.88,13.509,-12.12
Disco - House _ RUNDFUNK & EDDR - Rock The Flock (128kbit_AAC).mp3,4.978,4.296,4.641,13.915000000000001,-11.74
Disco - House _ Savant - Good Times (152kbit_Opus).mp3,2.918,2.531,2.364,7.813,-15.14
Disco - House _ SoHight & Cosmonaut Grechko - Night Moves (152kbit_Opus).mp3,3.877,3.018,3.09,9.985,-14.16
Disco - House _ Stereocool - Simple Ft. Ace (La Zebra Remix) (152kbit_Opus).mp3,1.807,2.024,1.779,5.609999999999999,-16.47
Disco - House _ The Kooks - Naive (Jean Tonique Remix) (128kbit_AAC).mp3,3.04,3.396,3.468,9.904,-13.61
Disco - House _ Treasure Fingers - Take My Hand _Free (128kbit_AAC).mp3,2.979,2.234,2.31,7.523,-14.05
Disco - House _ Umberto Lumber - Blue Velvet (128kbit_AAC).mp3,1.641,1.415,1.267,4.323,-17.08
Disco - House _ Umberto Lumber - Picnic King (128kbit_AAC).mp3,3.506,2.13,2.222,7.857999999999999,-15.18
Disco - Pop _ Galactik Knights - How I Feel (Blue Satellite Remix) (152kbit_Opus).mp3,3.433,2.992,3.009,9.434,-14.24
Disco _ Blue Satellite - Jetlag (152kbit_Opus).mp3,1.692,0.957,1.369,4.018,-14.92
Disco _ Fare Soldi - Professione Vacanze (152kbit_Opus).mp3,4.08,4.383,4.369,12.832,-12.37
Disco _ SDR - Want You Here (152kbit_Opus).mp3,2.907,2.432,2.44,7.779,-13.81
Disco _ UniBe@t - With You (128kbit_AAC).mp3,2.032,2.057,2.237,6.3260000000000005,-14.56
Disco Funk _ Air Zaïre - Your Love Has Lifted Me (152kbit_Opus).mp3,3.818,2.655,2.832,9.305,-15.28
Disco House _ 95 Royale - Love By You (128kbit_AAC).mp3,4.31,3.254,3.737,11.301,-12.41
Disco House _ 95 Royale - Smiling Back At Me (Radio Edit) (128kbit_AAC).mp3,2.813,3.72,3.895,10.428,-12.95
Disco House _ A.M. - Frequency (DJ EQ Remix) (152kbit_Opus).mp3,11.365,4.607,3.795,19.767000000000003,-10.94
Disco House _ Bingo Players And Goshfather - Everybody (128kbit_AAC).mp3,5.3,4.696,4.755,14.750999999999998,-11.9
Disco House _ Cupcakes - Captain Obvious (152kbit_Opus).mp3,5.888,4.17,4.046,14.104,-11.77
Disco House _ DarTokki - SummerCherry (152kbit_Opus).mp3,6.52,7.407,7.311,21.238,-11.66
Disco House _ DINKS - Do You Hear Me (128kbit_AAC).mp3,6.585,3.486,3.369,13.44,-13.13
Disco House _ Discoholic - Discadance (152kbit_Opus).mp3,2.491,2.453,2.499,7.443,-15.51
Disco House _ DJ EQ - Chillin (128kbit_AAC).mp3,2.57,1.57,1.545,5.685,-15.96
Disco House _ DJ EQ - Oasis (128kbit_AAC).mp3,4.382,2.292,2.262,8.936,-16.75
Disco House _ DJ EQ - Paradise (DSYL) (152kbit_Opus).mp3,4.78,2.46,1.873,9.113,-13.82
Disco House _ DJ EQ - The Kool (128kbit_AAC).mp3,7.414,3.944,3.638,14.996,-13.03
Disco House _ Fabio Delgado - Miami Vibes (128kbit_AAC).mp3,5.562,2.193,2.187,9.942,-15.87
Disco House _ LBCK - Carpe Diem Ft. C Plus (128kbit_AAC).mp3,4.615,6.045,5.959,16.619,-12.78
Disco House _ Le Bon Groove - Fantasy (128kbit_AAC).mp3,3.427,2.599,2.654,8.68,-13.73
Disco House _ LEFTI - I Can't Get Enough (feat. Nicki B The Vagabond) (152kbit_Opus).mp3,2.892,2.096,2.016,7.004,-13.38
Disco House _ MERCER ft. Ron Carroll – Satisfy (128kbit_AAC).mp3,3.439,3.197,3.622,10.258,-11.6
Disco House _ Moe Shop - Pastel (ft. Snail's House) (152kbit_Opus).mp3,2.22,1.577,1.299,5.096,-17.64
Disco House _ Noxive - About You [Funky Way Release] (152kbit_Opus).mp3,4.285,3.117,3.171,10.573,-14.55
Disco House _ Ottworks - The Way We Want It (128kbit_AAC).mp3,0.752,0.844,0.784,2.38,-17.51
Disco House _ POOLCLVB - Flying Away (Fabich Remix) (128kbit_AAC).mp3,3.295,1.999,1.918,7.212000000000001,-14.22
Disco House _ Rayowa - Chance (128kbit_AAC).mp3,3.156,1.911,2.015,7.082000000000001,-15.36
Disco House _ Swing Kings - Sledging (128kbit_AAC).mp3,2.519,1.633,1.677,5.829000000000001,-14.65
Disco House _ Tyler Touché - Technicolor Symphony (95 Royale Remix) (152kbit_Opus).mp3,3.642,3.518,3.533,10.693,-13.61
Disco House _ Viciousi - Round & Round (128kbit_AAC).mp3,1.491,1.885,1.882,5.258,-13.54
Disco House _ Wh0 - Happy People Ft. Byron Stingily (128kbit_AAC).mp3,5.531,4.972,4.744,15.247,-10.35
Disco House _ Yazid Le Voyageur - Reach For The Sky (128kbit_AAC).mp3,5.431,3.675,3.687,12.793,-14.24
Disco Pop _ Glen Check - Jordan (128kbit_AAC).mp3,2.345,2.772,3.034,8.151,-14.44
DiscoHouse _ 95 Royale - Deli Luvin' (152kbit_Opus).mp3,2.558,3.16,3.278,8.996,-13.3
DiscoHOUSE _ 95 Royale x Lima Papa - Superlovin' (95 Royale Revamp) (128kbit_AAC).mp3,2.568,1.745,1.911,6.224,-13.94
DiscoHOUSE _ DeeJMD - Hero (Original Mix) (128kbit_AAC).mp3,3.495,2.375,2.284,8.154,-14.06
DiscoHouse _ Dj EQ - Time (152kbit_Opus).mp3,4.206,3.631,3.689,11.526,-12.41
DiscoHOUSE _ DJ Las K - Future Way (128kbit_AAC).mp3,3.839,2.549,2.91,9.298,-14.08
DiscoHOUSE _ Dynamique & Nanuq - How I Feel (Dynamique Reboot) (128kbit_AAC).mp3,2.941,3.52,3.281,9.742,-14.63
DiscoHOUSE _ Dynamique - It's Me & You (Original Mix) (128kbit_AAC).mp3,5.214,4.024,4.056,13.294,-12.61
DiscoHOUSE _ FIBRE - 810 (128kbit_AAC).mp3,3.457,2.527,2.005,7.989,-14.76
DiscoHOUSE _ FIBRE - Highlights (152kbit_Opus).mp3,3.223,1.85,1.745,6.8180000000000005,-16.03
DiscoHOUSE _ FIBRE - I'll Go Back (128kbit_AAC).mp3,1.648,0.901,1.004,3.553,-18.1
DiscoHOUSE _ Hamdi - I Know (You Love Me) (128kbit_AAC).mp3,5.276,2.553,2.981,10.809999999999999,-11.87
DiscoHOUSE _ Hunter & Skibblez - Natsumi _ 夏美 (152kbit_Opus).mp3,2.459,1.47,1.513,5.442,-16.45
DiscoHOUSE _ Hunter - Special One (152kbit_Opus).mp3,2.537,1.384,0.99,4.911,-19.3
DiscoHOUSE _ Jackie - Gym Master (128kbit_AAC).mp3,2.701,1.765,2.034,6.5,-15.22
DiscoHOUSE _ Msystem - Lovers (128kbit_AAC).mp3,3.692,3.353,3.486,10.531,-14.4
DiscoHOUSE _ Skibblez - Sky Romance 空のロマンス (w_ Night Tempo) (128kbit_AAC).mp3,3.438,2.758,2.801,8.997,-16.02
DiscoHOUSE _ Skyler - Gr8 - 悪くありません (128kbit_AAC).mp3,7.634,4.978,5.054,17.666,-12.27
DiscoHOUSE _ Solitaire - Stay (152kbit_Opus).mp3,2.217,1.415,1.373,5.005,-17.15
DiscoHOUSE _ The Him - Balance ft. Oktavian (VCTRY Remix) (128kbit_AAC).mp3,2.071,2.142,1.854,6.067,-12.93
DiscoHOUSE _ The Refresher - About Girls (152kbit_Opus).mp3,2.333,2.93,2.902,8.165,-13.03
DiscoHouse _ The S.O.S Band - Take Your Time (Do It Right) (Solidisco Remix) (128kbit_AAC).mp3,7.066,3.529,3.58,14.174999999999999,-13.52
DiscoHOUSE _ 悲しい ANDROID - APARTMENT¶ - Love Me More (152kbit_Opus).mp3,5.77,4.516,4.327,14.613,-11.43
DJ EQ - Monte Carlo (Viciousi _Pure Rapture_ Remix) (152kbit_Opus).mp3,4.529,2.613,2.692,9.834,-13.02
Downtempo _ Gloryowner x Rave Criminal - The Other Plan (128kbit_AAC).mp3,2.022,2.41,2.423,6.855,-16.34
Dream House _ Blue Satellite - Sparkles (152kbit_Opus).mp3,5.695,4.585,4.537,14.817,-11.82
EDM _ Gianni Marino Feat. The Beamish Boys - How Do You Feel_ (152kbit_Opus).mp3,2.497,2.482,2.815,7.7940000000000005,-15.15
EDM _ Lope & Kantola - Rise & Shine (128kbit_AAC).mp3,1.785,2.799,3.121,7.705,-14.97
EDM _ LVK - Heroes (ft. Fuza) (128kbit_AAC).mp3,4.118,3.462,3.447,11.027000000000001,-11.93
EDM _ Omën - SUHMR (152kbit_Opus).mp3,2.933,1.526,1.568,6.026999999999999,-14.28
Electro - Funk _ Ace Attack - To Survive (128kbit_AAC).mp3,4.893,4.344,4.415,13.652000000000001,-11.75
Electro - Funk _ Friendly Snares - Pushin' On (128kbit_AAC).mp3,2.479,1.816,1.987,6.282,-14.29
Electro - Funk _ LongArms - A New Legend (152kbit_Opus).mp3,3.707,2.562,2.632,8.901,-13.1
Electro - Funk _ PWNDTIAC - Mximum Speed (152kbit_Opus).mp3,2.754,1.786,1.74,6.28,-18.64
Electro - Funk _ Stereocool - Now or Never (feat Shawn Elliot) (152kbit_Opus).mp3,3.128,2.95,2.993,9.071,-13.29
Electro - Funk _ Stereocool vs. Fais - The Funktotum (152kbit_Opus).mp3,3.743,2.866,3.099,9.708,-12.8
Electro - Funk _ TJH87 - Break Away Kicks! (Stereocool 'Sunrise' Remix) (152kbit_Opus).mp3,4.241,2.899,3.05,10.19,-14.35
Electro - House _ CHB - Funky Breeze (152kbit_Opus).mp3,4.114,2.867,3.09,10.071,-11.36
Electro - House _ CHB - Shockwave (152kbit_Opus).mp3,3.227,2.397,2.542,8.166,-13.6
Electro - House _ Cheb'Five - Take you Back (152kbit_Opus).mp3,6.078,2.803,3.291,12.172,-12.55
Electro - House _ David Hiller - Atom Smasher (128kbit_AAC).mp3,3.366,1.61,0.98,5.9559999999999995,-14.61
Electro - House _ Davie Roibot - Traveller (Radio Mix) (152kbit_Opus).mp3,3.651,4.311,4.736,12.698,-13.67
Electro - House _ Electric Joy Ride - 365 (152kbit_Opus).mp3,2.668,2.552,2.512,7.732000000000001,-14.7
Electro - House _ Invader! - OMG (Radio Edit) (128kbit_AAC).mp3,6.796,5.172,5.457,17.425,-10.37
Electro - House _ Magnifikate - Light and Darkness (152kbit_Opus).mp3,2.21,2.894,3.096,8.2,-15.25
Electro - House _ Magnifikate - Nude Crackers (128kbit_AAC).mp3,3.046,2.972,3.08,9.097999999999999,-11.8
Electro - House _ MiroTone - Ignite ( Ft. Brenton Mattheus ) (152kbit_Opus).mp3,4.052,3.819,5.126,12.997,-11.62
Electro - House _ MMEN x DJ SAMPL -  Let The Record Work (Jason Seizures Remix) (128kbit_AAC).mp3,8.957,6.325,5.959,21.241,-10.63
Electro - House _ PrototypeRaptor - Jurassic Snack Pack (152kbit_Opus).mp3,6.042,4.05,4.078,14.169999999999998,-13.8
Electro - House _ Puma Scorz - Keygen (128kbit_AAC).mp3,0.644,1.025,1.075,2.7439999999999998,-16.82
Electro - House _ Rhodz - Mindscaping (152kbit_Opus).mp3,4.863,4.668,4.986,14.517,-11.71
Electro - House _ Rhodz - Nuclear Winter (128kbit_AAC).mp3,6.416,5.866,5.975,18.256999999999998,-11.91
Electro - House _ Rhodz - Xseed (152kbit_Opus).mp3,5.172,6.148,6.36,17.68,-11.23
Electro - House _ Rob Gasser - Go That Way (152kbit_Opus).mp3,2.345,2.006,2.014,6.365,-13.41
Electro - House _ Rob Gasser - No Idea (128kbit_AAC).mp3,1.505,1.227,1.077,3.809,-15.92
Electro - House _ Soulero - My Little Adventure (152kbit_Opus).mp3,1.756,1.429,1.515,4.7,-13.62
Electro - House _ Soulero Feat. Brenton Mattheus - Stronger (152kbit_Opus).mp3,2.002,2.239,2.159,6.3999999999999995,-14.84
Electro - House _ Special Features - You & Me (128kbit_AAC).mp3,3.769,3.129,3.106,10.004,-14.49
Electro - House _ Unix - Time Odyssey (152kbit_Opus).mp3,1.94,1.624,1.816,5.38,-13.71
Electro - House _ Zeat - Mizly (128kbit_AAC).mp3,3.421,2.124,2.12,7.665,-15.18
Electro _ android52 - GROOVE MACHINE 2000 (128kbit_AAC).mp3,2.685,2.121,2.111,6.917,-13.66
Electro _ Else - Ariane (152kbit_Opus).mp3,2.29,3.457,3.703,9.45,-14.21
Electro _ Just A Gent - Space Odyssey (feat. Thandi Phoenix) (152kbit_Opus).mp3,5.043,3.342,3.523,11.908,-12.07
Electro _ Lemkuuja - April (152kbit_Opus).mp3,2.232,1.674,1.982,5.888,-16.82
Electro _ Pop _ Rundfunk - Time (WarriYO Remix) (152kbit_Opus).mp3,2.59,2.981,3.039,8.61,-14.67
Electro _ Psyrus - Lights Out (Filatov & Karas Radio Mix) (128kbit_AAC).mp3,5.095,3.972,3.829,12.896,-11.94
Electro _ Ultrasyd - Campylobacter's Groove (152kbit_Opus).mp3,1.917,2.625,2.701,7.243,-13.34
Electro _ Vodge Diper, Unix - Masquerade (128kbit_AAC).mp3,2.601,3.412,3.542,9.555,-13.86
Electro Funk _ Case Closed - Traverse [World Premiere] (128kbit_AAC).mp3,1.804,2.706,1.226,5.736,-15.17
Electro Funk _ Crazy Daylight - Messy Monday [Funky Way Release] (128kbit_AAC).mp3,3.34,2.954,3.094,9.388,-16.04
Electro Funk _ Ellis - Keep Me Awake (152kbit_Opus).mp3,4.453,2.945,3.205,10.603,-13.12
Electro Funk _ GRiZ x Big Gigantic - Good Times Roll (128kbit_AAC).mp3,3.328,3.733,3.741,10.802,-14.13
Electro Funk _ Khamis Mason - You Had Me At Cute (152kbit_Opus).mp3,1.486,0.55,0.175,2.211,-19.5
Electro Funk _ Mild West - Need You Bad (feat. Prude & Bugle Bot) (152kbit_Opus).mp3,1.283,1.508,1.523,4.314,-13.16
Electro Funk _ Mr. Talkbox - Somethin' Good (128kbit_AAC).mp3,4.0,4.178,4.247,12.425,-13.8
Electro Funk _ Nebbra - My Land (152kbit_Opus).mp3,2.76,1.68,1.579,6.018999999999999,-16.36
Electro Funk _ Pixaliz - Royal Avenue [Funky Way Release] (152kbit_Opus).mp3,6.533,4.75,4.761,16.044,-10.97
Electro Funk _ Pyramid - Synthesis (Thomas Barrandon Remix) (152kbit_Opus).mp3,5.623,2.535,2.815,10.973,-18.02
Electro Funk _ WAEK - Supervision (152kbit_Opus).mp3,1.593,2.041,2.125,5.759,-15.39
Electro House _ Acid Drink - Future City (152kbit_Opus).mp3,1.579,1.974,1.924,5.477,-15.04
Electro House _ Asphyxiate - Keep No Record (152kbit_Opus).mp3,5.903,3.267,3.278,12.448,-12.32
Electro House _ auvic - Inner Journey (Feat. Robot Love) (152kbit_Opus).mp3,2.354,1.154,1.323,4.8309999999999995,-17.79
Electro House _ B3NJ4M1N - Blossom (152kbit_Opus).mp3,1.751,1.706,1.649,5.106,-17.76
Electro House _ Barely Alive - Spitball (Lollichop Remix) (128kbit_AAC).mp3,10.67,7.825,7.604,26.099,-9.87
Electro House _ BDAY - Fly With Me (152kbit_Opus).mp3,1.952,1.066,0.713,3.731,-15.61
Electro House _ CHB - Digital Fields (152kbit_Opus).mp3,4.338,2.945,2.935,10.218,-12.5
Electro House _ Chris Poirier & Rob Gasser - Pristine (152kbit_Opus).mp3,3.308,4.518,4.77,12.596,-10.15
Electro House _ F.O.O.L - Feelings (Anzo Remix) (152kbit_Opus).mp3,3.849,4.216,4.047,12.112000000000002,-13.83
Electro House _ Fusk asker - Ideal Things (128kbit_AAC).mp3,3.293,4.976,5.067,13.336,-11.0
Electro HOUSE _ Hawx & Kanooli - Fouria [Funky Way Release] (152kbit_Opus).mp3,2.91,2.63,2.659,8.199,-13.47
Electro House _ Insan3Lik3 - Tokyo Express (152kbit_Opus).mp3,3.462,3.044,2.942,9.448,-13.05
Electro House _ Insan3lik3, Rob Gasser - Gold (152kbit_Opus).mp3,2.109,1.487,1.384,4.98,-14.04
Electro House _ Jack Slicer - Press Start (152kbit_Opus).mp3,2.336,2.411,2.485,7.231999999999999,-13.59
Electro House _ Kynset - Arcade Rush (152kbit_Opus).mp3,5.375,5.189,5.229,15.793,-13.26
Electro House _ Leaf Adventure - Arcanes (152kbit_Opus).mp3,3.51,3.616,3.935,11.061,-14.07
Electro House _ Lexilvit - Levitate [Funky Way Release] (128kbit_AAC).mp3,3.869,4.13,4.086,12.085,-13.19
Electro House _ Martis Kaneem - Corner Of The Sun _Free (128kbit_AAC).mp3,3.777,4.333,4.618,12.728,-11.65
Electro House _ Modern Dealer - Cartel (128kbit_AAC).mp3,5.189,3.176,3.265,11.63,-13.71
Electro House _ NUTRONIC - Go Dark (Phrenik Remix) (152kbit_Opus).mp3,4.464,3.356,3.478,11.298,-13.54
Electro House _ Paul Hadame - Shiny Game [Funky Way Release] (152kbit_Opus).mp3,2.507,2.171,2.187,6.865,-14.86
Electro House _ PINEO & LOEB x Sparkee - Ghosts N Stuff Ft. Christiana (128kbit_AAC).mp3,6.089,4.273,4.514,14.876000000000001,-13.99
Electro House _ Rhodz - Street Food (128kbit_AAC).mp3,5.974,5.5,5.419,16.893,-13.67
Electro House _ Rob Gasser, Insan3Lik3 - Funk Trunk (152kbit_Opus).mp3,1.466,1.255,1.327,4.048,-15.91
Electro House _ Sparx - The Odyssey (152kbit_Opus).mp3,3.122,2.663,2.901,8.686,-14.76
Electro House _ Still Alive - Interstate 99 (128kbit_AAC).mp3,5.22,4.343,4.459,14.021999999999998,-13.83
Electro House _ Tokyo Machine - TURBO (128kbit_AAC).mp3,5.818,5.927,6.018,17.762999999999998,-12.78
Electro HOUSE _ Tritonal feat. Lourdiz - Love U Right (Disco Fries Remix) (152kbit_Opus).mp3,1.307,1.562,1.535,4.404,-15.26
Electro House _ Tritonal feat. Riley Clemmons - Out My Mind (Zack Martino Extended Mix) (152kbit_Opus).mp3,3.261,3.28,3.26,9.801,-13.98
Electro POP _ BETABLOCK3R - Make You Happy (128kbit_AAC).mp3,2.666,1.57,1.635,5.8709999999999996,-15.57
Electro Pop _ Eitch - Wash Them With Love (NeZoomie Remix) (128kbit_AAC).mp3,3.301,3.341,3.531,10.173,-13.59
Electro Pop _ Magnus Bechmann - Bruises (128kbit_AAC).mp3,2.76,2.745,3.771,9.276,-13.58
Electro Pop _ THANKS - I Can Get (128kbit_AAC).mp3,3.619,2.662,2.613,8.894,-15.14
Electro Pop _ THANKS - I Can Get (Bastion Remix) (128kbit_AAC).mp3,3.785,4.941,4.823,13.549,-12.47
Electro Soul _ Grizmatik - My People (128kbit_AAC).mp3,5.325,3.398,3.325,12.048000000000002,-13.6
Electro SOUL _ Riff Kitten - I'm down, And I'm Alone [Funky Way Release] (152kbit_Opus).mp3,1.557,1.42,1.626,4.603,-15.32
Electro Soul _ Ryan Mahrer - Hustle in the First Degree (ft. ProbCause & Kish on the Sax) (128kbit_AAC).mp3,2.794,4.259,4.149,11.202000000000002,-11.64
Electro Swing _ 11 Acorn Lane - Let's Do It (128kbit_AAC).mp3,4.19,5.088,4.992,14.27,-12.45
Electro Swing _ 11 Acorn Lane - Let's Face It I'm Cute (152kbit_Opus).mp3,3.648,3.162,3.167,9.977,-13.57
Electro Swing _ 11 Acorn Lane - Love Me Click Me (152kbit_Opus).mp3,5.493,4.833,4.773,15.099,-11.64
Electro Swing _ 11 Acorn Lane - Perfect (Electro Swing Remix) (152kbit_Opus).mp3,4.851,5.47,5.392,15.713000000000001,-11.5
Electro Swing _ 11 Acorn Lane - Spend My Time With You (Electro Swing Remix) (152kbit_Opus).mp3,3.885,3.339,3.303,10.527000000000001,-13.16
Electro Swing _ 11 Acorn Lane - Stay (128kbit_AAC).mp3,3.633,3.146,3.227,10.006,-13.66
Electro Swing _ 11 Acorn Lane - Time For Tea (Melbourne Swing Mix) (128kbit_AAC).mp3,3.185,3.725,3.921,10.831,-12.12
Electro Swing _ 5 IN LOVE vs. Cab Canavaral - Swing What You Got (Extended Remix) (152kbit_Opus).mp3,1.619,2.088,2.344,6.051,-15.11
Electro Swing _ Alex Larke - Steppin’ Out With My Baby (128kbit_AAC).mp3,3.2,4.527,4.884,12.611,-12.98
Electro Swing _ Alice Francis - Beatptized (Jazzotron Remix) (128kbit_AAC).mp3,2.493,2.3,2.88,7.672999999999999,-14.64
Electro Swing _ Alice Francis - Too Damn Hot (Phos Toni Remix) (152kbit_Opus).mp3,3.315,1.684,2.039,7.038,-14.58
Electro Swing _ Annella - Bass Me Baby (128kbit_AAC).mp3,4.982,5.053,4.964,14.999,-11.2
Electro Swing _ Annella - Kisse Misse (128kbit_AAC).mp3,2.931,3.852,4.146,10.928999999999998,-12.11
Electro Swing _ Annella - Love Music (128kbit_AAC).mp3,3.707,5.219,5.328,14.254000000000001,-12.01
Electro Swing _ Annella - My Fix (128kbit_AAC).mp3,5.4,5.372,5.325,16.097,-11.71
Electro Swing _ Annella - Perfume (128kbit_AAC).mp3,5.0,5.911,6.179,17.09,-11.45
Electro Swing _ Annella - Red Stilettos (128kbit_AAC).mp3,3.365,3.345,3.319,10.029,-13.15
Electro Swing _ Annella - Shall We (152kbit_Opus).mp3,3.346,2.985,3.231,9.562,-13.23
Electro Swing _ Annella - Trouble (152kbit_Opus).mp3,4.064,4.086,4.289,12.439,-12.09
Electro Swing _ Annella - Umbrella (128kbit_AAC).mp3,5.164,4.431,4.502,14.096999999999998,-11.69
Electro Swing _ Ashley Slater feat. Scarlett Quinn - Top Hat, White Tie And Tails (Radio Edit) (128kbit_AAC).mp3,3.582,4.374,4.251,12.207,-14.27
Electro Swing _ Balduin & Wolfgang Lohr feat. Alanna - Dizzy (Radio Edit) (128kbit_AAC).mp3,5.526,4.52,4.592,14.637999999999998,-11.45
Electro Swing _ Balduin & Wolfgang Lohr feat. Scarlett Quinn - Life of Crime (152kbit_Opus).mp3,1.354,1.635,1.727,4.716,-16.06
Electro Swing _ Bart & Baker - Let’s Call The Whole Thing Off (Lounge Remix) (128kbit_AAC).mp3,3.217,3.242,3.519,9.978,-12.76
Electro Swing _ Biboulakis feat Nina Zeitlin - Dime [Funky Way Release] (128kbit_AAC).mp3,3.747,3.01,3.223,9.98,-13.14
Electro Swing _ C@ In The H@ - Bootlegger Blues (Radio Edit) (128kbit_AAC).mp3,3.484,2.424,2.482,8.39,-13.72
Electro Swing _ C@ in the H@ - Drunk N’ Disorderly (feat. MR FX) (152kbit_Opus).mp3,1.6,1.292,1.183,4.075,-16.41
Electro Swing _ C@ in the H@ - Stick Up Kid (128kbit_AAC).mp3,3.057,2.776,2.625,8.458,-13.14
Electro Swing _ Caravan Palace - Beatophone (Club Mix) (128kbit_AAC).mp3,3.64,2.299,2.288,8.227,-15.03
Electro Swing _ CATJAM - Gypsy Jive (128kbit_AAC).mp3,3.176,3.096,3.283,9.555,-13.06
Electro Swing _ Darren Fewins - If Swing Goes, I Go Too (128kbit_AAC).mp3,4.935,4.275,4.257,13.467,-14.04
Electro Swing _ Dimaa - Andrew (152kbit_Opus).mp3,1.432,1.362,1.22,4.014,-16.41
Electro Swing _ Dimaa - Morning Coffee (152kbit_Opus).mp3,1.377,1.382,1.518,4.277,-18.89
Electro Swing _ Dirty Honkers - Dance With Me (152kbit_Opus).mp3,4.396,1.929,1.766,8.091000000000001,-14.02
Electro Swing _ Dirty Honkers - Starlow (152kbit_Opus).mp3,3.25,1.745,1.726,6.721,-15.59
